id,title,country,severity,longitude,latitude,temperature,humidity,wind_speed,rainfall,vegetation_index,thermal_anomaly,soil_moisture,historical_frequency
HS_74,Thermal Hotspot - Viet Nam,Viet Nam,Green,105.76760346998203,10.846470563431424,49.0,26.0,12.0,0.0,0.9,124.0,11.0,7.0
HS_75,Thermal Hotspot - India,India,Green,81.96153983993236,20.503925005718735,35.0,25.0,13.0,0.0,0.5,125.0,25.0,8.0
HS_76,Thermal Hotspot - India,India,Green,80.75039965734388,25.076278017409084,36.0,24.0,14.0,0.0,0.6,126.0,24.0,9.0
HS_77,Thermal Hotspot - India,India,Green,79.13405324130312,21.592887678548863,37.0,23.0,15.0,0.0,0.7,127.0,23.0,10.0
HS_78,Thermal Hotspot - India,India,Green,78.3040799136296,23.31781559920118,38.0,22.0,16.0,0.0,0.8,128.0,22.0,11.0
HS_79,Thermal Hotspot - India,India,Green,80.11644614768224,23.77690226620568,39.0,21.0,17.0,0.0,0.9,129.0,21.0,12.0
HS_80,Thermal Hotspot - India,India,Green,80.58487166656198,22.616391530987084,40.0,40.0,18.0,0.0,0.5,130.0,20.0,3.0
HS_81,Thermal Hotspot - India,India,Green,82.87206869993722,20.897855578814887,41.0,39.0,19.0,0.0,0.6,131.0,19.0,4.0
HS_82,Thermal Hotspot - India,India,Green,80.12581329672223,18.594671866337567,42.0,38.0,20.0,0.0,0.7,132.0,18.0,5.0
HS_83,Thermal Hotspot - India,India,Green,81.04442903215462,18.192487578270637,43.0,37.0,21.0,0.0,0.8,133.0,17.0,6.0
HS_84,Thermal Hotspot - India,India,Green,82.07603646517163,20.73446560694765,44.0,36.0,10.0,0.0,0.9,134.0,16.0,7.0
HS_85,Thermal Hotspot - India,India,Green,80.40376416918184,21.77815872241369,45.0,35.0,11.0,0.0,0.5,135.0,15.0,8.0
HS_86,Thermal Hotspot - India,India,Green,88.6541275113219,25.42027757882617,46.0,34.0,12.0,0.0,0.6,136.0,14.0,9.0
HS_87,Thermal Hotspot - India,India,Green,80.1730772020521,24.77870062463403,47.0,33.0,13.0,0.0,0.7,137.0,13.0,10.0
HS_88,Thermal Hotspot - India,India,Green,84.54928796537746,24.216261342109885,48.0,32.0,14.0,0.0,0.8,138.0,12.0,11.0
HS_89,Thermal Hotspot - India,India,GREEN,80.09221311045467,20.570081945611513,49.0,31.0,15.0,0.0,0.9,139.0,11.0,12.0
HS_90,Thermal Hotspot - India,India,Green,83.20536356331736,21.50861590607631,35.0,30.0,16.0,0.0,0.5,140.0,25.0,3.0
HS_91,Thermal Hotspot - United States,United States,GREEN,-95.79034797301456,36.815231777473336,36.0,29.0,17.0,0.0,0.6,141.0,24.0,4.0
HS_92,Thermal Hotspot - India,India,GREEN,82.47591608886093,23.59883174340112,37.0,28.0,18.0,0.0,0.7,142.0,23.0,5.0
HS_93,Thermal Hotspot - India,India,Green,80.47657988213986,24.133932341720293,38.0,27.0,19.0,0.0,0.8,143.0,22.0,6.0
HS_94,Thermal Hotspot - India,India,Green,83.51715025566692,24.011981496843063,39.0,26.0,20.0,0.0,0.9,144.0,21.0,7.0
HS_95,Thermal Hotspot - India,India,Green,80.97093093213188,21.83149372753216,40.0,25.0,21.0,0.0,0.5,145.0,20.0,8.0
HS_96,Thermal Hotspot - India,India,Green,83.91133565761403,24.39098001032644,41.0,24.0,10.0,0.0,0.6,146.0,19.0,9.0
HS_97,Thermal Hotspot - India,India,Green,83.25771396680702,24.901706008497243,42.0,23.0,11.0,0.0,0.7,147.0,18.0,10.0
HS_98,Thermal Hotspot - India,India,Green,83.05496564658475,23.883015410192403,43.0,22.0,12.0,0.0,0.8,148.0,17.0,11.0
HS_99,Thermal Hotspot - Mexico,Mexico,Green,-99.54228417655308,17.036579660528435,44.0,21.0,13.0,0.0,0.9,149.0,16.0,12.0
HS_100,Thermal Hotspot - Nigeria,Nigeria,Green,7.819909399014338,5.244728602009179,45.0,40.0,14.0,0.0,0.5,50.0,15.0,3.0
HS_101,Thermal Hotspot - India,India,Green,83.20613698478984,24.514827211775284,46.0,39.0,15.0,0.0,0.6,51.0,14.0,4.0
HS_102,Thermal Hotspot - India,India,Green,80.38394589188516,22.81033928290836,47.0,38.0,16.0,0.0,0.7,52.0,13.0,5.0
HS_103,Thermal Hotspot - India,India,Green,75.94395642389108,23.041867220137583,48.0,37.0,17.0,0.0,0.8,53.0,12.0,6.0
HS_104,Thermal Hotspot - India,India,Green,82.87485052608925,24.230999882450256,49.0,36.0,18.0,0.0,0.9,54.0,11.0,7.0
HS_105,Thermal Hotspot - India,India,Green,79.62848001752197,20.543900411385216,35.0,35.0,19.0,0.0,0.5,55.0,25.0,8.0
HS_106,Thermal Hotspot - India,India,Green,78.85329810822621,21.778939525538185,36.0,34.0,20.0,0.0,0.6,56.0,24.0,9.0
HS_107,Thermal Hotspot - Mexico,Mexico,Green,-99.59025609625712,16.786831217072933,37.0,33.0,21.0,0.0,0.7,57.0,23.0,10.0
HS_108,Thermal Hotspot - India,India,Green,83.59289783021342,23.656931819373025,38.0,32.0,10.0,0.0,0.8,58.0,22.0,11.0
HS_109,Thermal Hotspot - Mexico,Mexico,GREEN,-99.77271573245714,17.003140036401398,39.0,31.0,11.0,0.0,0.9,59.0,21.0,12.0
HS_110,Thermal Hotspot - Myanmar,Myanmar,Green,94.13385850457708,23.592780155903192,40.0,30.0,12.0,0.0,0.5,60.0,20.0,3.0
HS_111,Thermal Hotspot - China,China,Green,103.72108059390516,24.085612506718363,41.0,29.0,13.0,0.0,0.6,61.0,19.0,4.0
HS_112,Thermal Hotspot - India,India,Green,93.0903146121477,22.33928956284063,42.0,28.0,14.0,0.0,0.7,62.0,18.0,5.0
HS_113,Thermal Hotspot - India,India,Green,79.5677008516264,19.73732329374558,43.0,27.0,15.0,0.0,0.8,63.0,17.0,6.0
HS_114,Thermal Hotspot - Thailand,Thailand,Green,100.45941070113176,17.474035691769963,44.0,26.0,16.0,0.0,0.9,64.0,16.0,7.0
HS_115,Thermal Hotspot - Mexico,Mexico,Green,-104.70228210166272,23.231707820423026,45.0,25.0,17.0,0.0,0.5,65.0,15.0,8.0
HS_116,Thermal Hotspot - Myanmar,Myanmar,Green,98.26676941422488,21.54879794268959,46.0,24.0,18.0,0.0,0.6,66.0,14.0,9.0
HS_117,Thermal Hotspot - Myanmar,Myanmar,Green,99.0818711663419,21.687100730419015,47.0,23.0,19.0,0.0,0.7,67.0,13.0,10.0
HS_118,Thermal Hotspot - The Democratic Republic of Congo,The Democratic Republic of Congo,Green,22.995768544466113,1.6919053665984118,48.0,22.0,20.0,0.0,0.8,68.0,12.0,11.0
HS_119,Thermal Hotspot - India,India,Green,82.03860220409415,18.15265081596115,49.0,21.0,21.0,0.0,0.9,69.0,11.0,12.0
HS_120,Thermal Hotspot - Myanmar,Myanmar,Green,97.36269976914038,23.29690798470287,35.0,40.0,10.0,0.0,0.5,70.0,25.0,3.0
HS_121,Thermal Hotspot - United States,United States,Green,-96.53358994324942,37.802852442008394,36.0,39.0,11.0,0.0,0.6,71.0,24.0,4.0
HS_122,Thermal Hotspot - India,India,GREEN,83.89588249547889,23.092858161262154,37.0,38.0,12.0,0.0,0.7,72.0,23.0,5.0
HS_123,Thermal Hotspot - United States,United States,GREEN,-94.29249369719724,34.82934978696287,38.0,37.0,13.0,0.0,0.8,73.0,22.0,6.0
HS_124,Thermal Hotspot - India,India,Green,80.68754337479456,24.35270231910686,39.0,36.0,14.0,0.0,0.9,74.0,21.0,7.0
HS_125,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.26795106274784,57.16799246154107,40.0,35.0,15.0,0.0,0.5,75.0,20.0,8.0
HS_126,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.94404781419999,57.51283668074246,41.0,34.0,16.0,0.0,0.6,76.0,19.0,9.0
HS_127,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.06562441687734,57.62106928507139,42.0,33.0,17.0,0.0,0.7,77.0,18.0,10.0
HS_128,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.22186349020508,57.13873058852044,43.0,32.0,18.0,0.0,0.8,78.0,17.0,11.0
HS_129,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,68.20375416832856,57.13237406469379,44.0,31.0,19.0,0.0,0.9,79.0,16.0,12.0
HS_130,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,69.319028076675,56.77131248167955,45.0,30.0,20.0,0.0,0.5,80.0,15.0,3.0
HS_131,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.20712873058888,57.12145314420271,46.0,29.0,21.0,0.0,0.6,81.0,14.0,4.0
HS_132,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.26746079096823,57.04346517069117,47.0,28.0,10.0,0.0,0.7,82.0,13.0,5.0
HS_133,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.1183292237097,57.62585822897231,48.0,27.0,11.0,0.0,0.8,83.0,12.0,6.0
HS_134,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,79.72994417285223,54.283037940787075,49.0,26.0,12.0,0.0,0.9,84.0,11.0,7.0
HS_135,Thermal Hotspot - Russian Federation,Russian Federation,Green,74.3395547933822,56.39904384766896,35.0,25.0,13.0,0.0,0.5,85.0,25.0,8.0
HS_136,Thermal Hotspot - Russian Federation,Russian Federation,Green,67.1723574573759,55.98287477942329,36.0,24.0,14.0,0.0,0.6,86.0,24.0,9.0
HS_137,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.14398455547187,57.6290986096537,37.0,23.0,15.0,0.0,0.7,87.0,23.0,10.0
HS_138,Thermal Hotspot - Russian Federation,Russian Federation,Green,71.15052834067949,56.35327228691966,38.0,22.0,16.0,0.0,0.8,88.0,22.0,11.0
HS_139,Thermal Hotspot - Russian Federation,Russian Federation,Green,68.42478342023558,56.0195652356494,39.0,21.0,17.0,0.0,0.9,89.0,21.0,12.0
HS_140,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,70.24194509598318,56.691843839123145,40.0,40.0,18.0,0.0,0.5,90.0,20.0,3.0
HS_141,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,71.38690457019072,56.751927830067615,41.0,39.0,19.0,0.0,0.6,91.0,19.0,4.0
HS_142,Thermal Hotspot - Russian Federation,Russian Federation,Green,71.5805204863347,56.94450039992648,42.0,38.0,20.0,0.0,0.7,92.0,18.0,5.0
HS_143,Thermal Hotspot - Mexico,Mexico,Green,-108.01362682396667,28.21007235555369,43.0,37.0,21.0,0.0,0.8,93.0,17.0,6.0
HS_144,Thermal Hotspot - Russian Federation,Russian Federation,Green,69.15014853321188,57.040546735535415,44.0,36.0,10.0,0.0,0.9,94.0,16.0,7.0
HS_145,Thermal Hotspot - Australia,Australia,Green,128.2299070212882,-17.630661149717767,45.0,35.0,11.0,0.0,0.5,95.0,15.0,8.0
HS_146,Thermal Hotspot - Russian Federation,Russian Federation,Green,71.2056851203857,56.3459045977581,46.0,34.0,12.0,0.0,0.6,96.0,14.0,9.0
HS_147,Thermal Hotspot - Russian Federation,Russian Federation,Green,70.15512187422192,57.081508099649405,47.0,33.0,13.0,0.0,0.7,97.0,13.0,10.0
HS_148,Thermal Hotspot - Russian Federation,Russian Federation,Green,71.8384020153714,56.967937902311114,48.0,32.0,14.0,0.0,0.8,98.0,12.0,11.0
HS_149,Thermal Hotspot - Russian Federation,Russian Federation,Green,67.18870766098851,55.966589758985656,49.0,31.0,15.0,0.0,0.9,99.0,11.0,12.0
HS_150,Thermal Hotspot - Mexico,Mexico,Green,-106.17114227590808,23.75910913018291,35.0,30.0,16.0,0.0,0.5,100.0,25.0,3.0
HS_151,Thermal Hotspot - Russian Federation,Russian Federation,Green,74.0875079364037,56.50000047062123,36.0,29.0,17.0,0.0,0.6,101.0,24.0,4.0
HS_152,Thermal Hotspot - India,India,Green,80.65625190562213,24.61258190901972,37.0,28.0,18.0,0.0,0.7,102.0,23.0,5.0
HS_153,Thermal Hotspot - Russian Federation,Russian Federation,Green,70.15890512502432,56.92471093130588,38.0,27.0,19.0,0.0,0.8,103.0,22.0,6.0
HS_154,Thermal Hotspot - Myanmar,Myanmar,GREEN,96.72978066715024,24.628900963023916,39.0,26.0,20.0,0.0,0.9,104.0,21.0,7.0
HS_155,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,72.92004343418647,56.33804316419755,40.0,25.0,21.0,0.0,0.5,105.0,20.0,8.0
HS_156,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,70.56763247277942,55.90835383403436,41.0,24.0,10.0,0.0,0.6,106.0,19.0,9.0
HS_157,Thermal Hotspot - Russian Federation,Russian Federation,Green,70.46469052581769,57.121831560049245,42.0,23.0,11.0,0.0,0.7,107.0,18.0,10.0
HS_158,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,72.92004343418648,56.33804316419755,43.0,22.0,12.0,0.0,0.8,108.0,17.0,11.0
HS_159,Thermal Hotspot - India,India,GREEN,76.56734188286693,28.689156181610187,44.0,21.0,13.0,0.0,0.9,109.0,16.0,12.0
HS_160,Thermal Hotspot - Myanmar,Myanmar,GREEN,96.64399583498133,25.271101163315656,45.0,40.0,14.0,0.0,0.5,110.0,15.0,3.0
HS_161,"Thermal Hotspot - Kazakhstan, Russian Federation","Kazakhstan, Russian Federation",GREEN,69.79114844022189,55.27624722404323,46.0,39.0,15.0,0.0,0.6,111.0,14.0,4.0
HS_162,Thermal Hotspot - Kazakhstan,Kazakhstan,Green,76.10784125411928,47.629374636646304,47.0,38.0,16.0,0.0,0.7,112.0,13.0,5.0
HS_163,Thermal Hotspot - Mexico,Mexico,Green,-101.08158534416884,18.235214648340342,48.0,37.0,17.0,0.0,0.8,113.0,12.0,6.0
HS_164,Thermal Hotspot - Mexico,Mexico,Green,-107.40093072917487,27.99422680810023,49.0,36.0,18.0,0.0,0.9,114.0,11.0,7.0
HS_165,Thermal Hotspot - Mexico,Mexico,Green,-108.427984410942,28.385631375567694,35.0,35.0,19.0,0.0,0.5,115.0,25.0,8.0
HS_166,Thermal Hotspot - Russian Federation,Russian Federation,Green,69.80864256702526,57.4794434931485,36.0,34.0,20.0,0.0,0.6,116.0,24.0,9.0
HS_167,Thermal Hotspot - Russian Federation,Russian Federation,Green,119.1708306395211,63.51886014838366,37.0,33.0,21.0,0.0,0.7,117.0,23.0,10.0
HS_168,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,117.98957540997576,63.28821203051909,38.0,32.0,10.0,0.0,0.8,118.0,22.0,11.0
HS_169,Thermal Hotspot - United States,United States,Green,-80.730861989736,26.376102736402224,39.0,31.0,11.0,0.0,0.9,119.0,21.0,12.0
HS_170,Thermal Hotspot - Kazakhstan,Kazakhstan,GREEN,67.51199857252344,51.13398009858335,40.0,30.0,12.0,0.0,0.5,120.0,20.0,3.0
HS_171,Thermal Hotspot - Mexico,Mexico,Green,-106.51557410622382,24.585027109820928,41.0,29.0,13.0,0.0,0.6,121.0,19.0,4.0
HS_172,Thermal Hotspot - South Africa,South Africa,Green,31.611294509166644,-24.473063048502063,42.0,28.0,14.0,0.0,0.7,122.0,18.0,5.0
HS_173,Thermal Hotspot - Kazakhstan,Kazakhstan,GREEN,67.51352134369888,51.13318101470264,43.0,27.0,15.0,0.0,0.8,123.0,17.0,6.0
HS_174,Thermal Hotspot - Guinea-Bissau,Guinea-Bissau,Green,-15.033826137036716,12.34540666807271,44.0,26.0,16.0,0.0,0.9,124.0,16.0,7.0
HS_175,Thermal Hotspot - Kazakhstan,Kazakhstan,GREEN,67.9016518715555,50.933726694062095,45.0,25.0,17.0,0.0,0.5,125.0,15.0,8.0
HS_176,Thermal Hotspot - Russian Federation,Russian Federation,GREEN,78.8883651044336,55.884840307117315,46.0,24.0,18.0,0.0,0.6,126.0,14.0,9.0
HS_177,Thermal Hotspot - Kazakhstan,Kazakhstan,Green,67.47876182086107,50.9101893501096,47.0,23.0,19.0,0.0,0.7,127.0,13.0,10.0
HS_178,Thermal Hotspot - Russian Federation,Russian Federation,Green,135.09862622769074,61.363984600439466,48.0,22.0,20.0,0.0,0.8,128.0,12.0,11.0
HS_179,Thermal Hotspot - Russian Federation,Russian Federation,Green,163.11860762410484,62.66905795819204,49.0,21.0,21.0,0.0,0.9,129.0,11.0,12.0
